"","OTU","rep","fold","PredictedClass","TrueClass","Regression","Combined","TrueValue","Index"
"245","Otu00001",1,3,"Absent","Absent",9.53431992869574e-13,0,0,"245"
"64","Otu00001",1,4,"Present","Present",0.264623810058253,0.264623810058253,0.217797888386124,"64"
"58","Otu00001",1,4,"Present","Absent",0.0282143414327336,0.0282143414327336,0,"58"
"93","Otu00001",1,4,"Present","Absent",0.298261207225052,0.298261207225052,0,"93"
"1","Otu00001",1,4,"Absent","Present",0.12357562923975,0,0.0210373048149822,"1"
"18","Otu00001",1,4,"Present","Present",0.0525910039347881,0.0525910039347881,0.319810543657331,"18"
"25","Otu00001",1,4,"Present","Present",0.148305418823851,0.148305418823851,0.330044751830757,"25"
"40","Otu00001",1,4,"Present","Present",0.256994646029863,0.256994646029863,0.389426998368679,"40"
"54","Otu00001",1,4,"Present","Absent",0.144329298905696,0.144329298905696,0.000306968177632252,"54"
"68","Otu00001",1,4,"Absent","Absent",0.0270116727876176,0,0.00133005934110906,"68"
"82","Otu00001",1,4,"Absent","Absent",0.0149799018048969,0,0.00121976011384428,"82"
"94","Otu00001",1,4,"Absent","Absent",0.0211459946130293,0,0.000101081572829273,"94"
"101","Otu00001",1,4,"Absent","Absent",0.00802270667279359,0,0.000203210729526519,"101"
"109","Otu00001",1,4,"Present","Absent",0.00551466802911447,0.00551466802911447,5.06816684405251e-05,"109"
"117","Otu00001",1,4,"Absent","Absent",0.011175860482223,0,0.000152315190901706,"117"
"125","Otu00001",1,4,"Present","Absent",0.0192647142313872,0.0192647142313872,0.000358680057388809,"125"
"55","Otu00001",1,4,"Present","Present",0.348390254666512,0.348390254666512,0.291799403966704,"55"
"52","Otu00001",1,4,"Present","Present",0.220681725151202,0.220681725151202,0.470570202329859,"52"
"56","Otu00001",1,4,"Present","Present",0.293080965507083,0.293080965507083,0.58247869789275,"56"
"149","Otu00001",1,4,"Present","Present",0.142017987999248,0.142017987999248,0.105108207220701,"149"
"155","Otu00001",1,4,"Present","Present",0.226767945629756,0.226767945629756,0.261762686803612,"155"
"168","Otu00001",1,4,"Present","Present",0.289950761216467,0.289950761216467,0.274053545283414,"168"
"179","Otu00001",1,4,"Present","Present",0.35811625166263,0.35811625166263,0.281331934976403,"179"
"186","Otu00001",1,4,"Present","Present",0.903081000501185,0.903081000501185,0.662875246701984,"186"
"193","Otu00001",1,4,"Present","Present",0.159916870114134,0.159916870114134,0.591478566991095,"193"
"205","Otu00001",1,4,"Absent","Absent",0.0191322949157859,0,0,"205"
"211","Otu00001",1,4,"Absent","Absent",0.00673306770132284,0,0,"211"
"221","Otu00001",1,4,"Absent","Absent",0.00424832204123173,0,0.00259147921633668,"221"
"233","Otu00001",1,4,"Present","Present",0.50669540536474,0.50669540536474,0.212783378537434,"233"
"244","Otu00001",1,4,"Absent","Absent",0.0274732036887212,0,0,"244"
"6","Otu00001",1,4,"Absent","Absent",0.00438104606267008,0,0,"6"
"157","Otu00001",1,4,"Absent","Present",0.055599740642065,0,0.0152675706448608,"157"
"174","Otu00001",1,4,"Present","Present",0.826448856809533,0.826448856809533,0.491851851851852,"174"
"220","Otu00001",1,4,"Absent","Absent",0.0395902598848428,0,0.00403914867174149,"220"
"247","Otu00001",1,4,"Present","Absent",0.0227361587281036,0.0227361587281036,0,"247"
"92","Otu00001",1,5,"Absent","Absent",3.89334566127941e-05,0,0,"9"
"65","Otu00001",1,5,"Absent","Absent",0.000318134947728669,0,0,"65"
"100","Otu00001",1,5,"Present","Absent",0.000695612593499671,0.000695612593499671,0,"100"
"8","Otu00001",1,5,"Absent","Absent",0.000479711253833934,0,0,"8"
"19","Otu00001",1,5,"Present","Present",0.428658809674748,0.428658809674748,0.308365959200495,"19"
"26","Otu00001",1,5,"Present","Present",0.208932952969417,0.208932952969417,0.369424478768415,"26"
"45","Otu00001",1,5,"Present","Present",0.0456082085676349,0.0456082085676349,0.388855512165816,"45"
"60","Otu00001",1,5,"Absent","Absent",0.0498517616586773,0,0.000514694528797159,"60"
"74","Otu00001",1,5,"Present","Absent",0.0902210652500114,0.0902210652500114,0.000860019223959124,"74"
"83","Otu00001",1,5,"Absent","Absent",0.00582429611601682,0,0.000101327388793191,"83"
"95","Otu00001",1,5,"Present","Absent",0.00564111473746355,0.00564111473746355,0.000202142712755205,"95"
"102","Otu00001",1,5,"Present","Absent",0.537223366176054,0.537223366176054,0.000252436007472106,"102"
"110","Otu00001",1,5,"Absent","Absent",0.000278439603269912,0,0.00624936490194086,"110"
"118","Otu00001",1,5,"Absent","Absent",0.000228612251577014,0,0.00056013850697627,"118"
"126","Otu00001",1,5,"Present","Absent",0.950469546062385,0.950469546062385,0.000204237937196834,"126"
"62","Otu00001",1,5,"Present","Present",0.178531923096242,0.178531923096242,0.329719224671406,"62"
"73","Otu00001",1,5,"Present","Absent",0.276622801046151,0.276622801046151,0.000821777092963534,"73"
"63","Otu00001",1,5,"Present","Present",0.191412951607329,0.191412951607329,0.643387435359173,"63"
"151","Otu00001",1,5,"Absent","Present",1.63609965261234e-06,0,0.0101530612244898,"151"
"156","Otu00001",1,5,"Present","Present",0.559479046685385,0.559479046685385,0.659952970043963,"156"
"170","Otu00001",1,5,"Absent","Absent",1.27865527726698e-05,0,0.00516422226812642,"170"
"180","Otu00001",1,5,"Present","Present",0.503711572957007,0.503711572957007,0.640331463276545,"180"
"188","Otu00001",1,5,"Absent","Absent",0.0128080390838742,0,0.00120868148615271,"188"
"195","Otu00001",1,5,"Absent","Absent",0.0128080390838742,0,0.00114666944647139,"195"
"206","Otu00001",1,5,"Absent","Absent",0.0128080390838742,0,0.00539220673517143,"206"
"213","Otu00001",1,5,"Present","Absent",0.12277787194978,0.12277787194978,0.00182710377949468,"213"
"224","Otu00001",1,5,"Present","Present",0.169322254732671,0.169322254732671,0.257324706748724,"224"
"235","Otu00001",1,5,"Absent","Absent",0.0128080390838742,0,0,"235"
"246","Otu00001",1,5,"Present","Absent",0.199075977888306,0.199075977888306,0,"246"
"10","Otu00001",1,5,"Absent","Absent",0.000598431208068019,0,0.00293516431678809,"10"
"162","Otu00001",1,5,"Present","Present",0.643177772333469,0.643177772333469,0.381597240100922,"162"
"194","Otu00001",1,5,"Present","Present",0.102130647647744,0.102130647647744,0.0298980865224626,"194"
"222","Otu00001",1,5,"Absent","Absent",0.0128080390838742,0,0,"222"
"249","Otu00001",1,5,"Absent","Absent",0.0128080390838742,0,0,"249"
"153","Otu00001",2,1,"Present","Present",0.0024019261647156,0.0024019261647156,0.0134294821549877,"15"
"441","Otu00001",2,1,"Absent","Absent",0.001035899152635,0,0.000707857215087471,"44"
"721","Otu00001",2,1,"Absent","Absent",0.000116325065395106,0,0,"72"
"1141","Otu00001",2,1,"Present","Absent",0.854397194289318,0.854397194289318,0,"114"
"37","Otu00001",2,1,"Absent","Absent",0.000112490166106774,0,0,"3"
"212","Otu00001",2,1,"Present","Present",0.0171324201155949,0.0171324201155949,0.102342028391329,"21"
"321","Otu00001",2,1,"Present","Present",0.194651036087168,0.194651036087168,0.374156958920907,"32"
"471","Otu00001",2,1,"Present","Present",0.281716216936293,0.281716216936293,0.0344012472966856,"47"
"611","Otu00001",2,1,"Present","Absent",0.0448521881124512,0.0448521881124512,0.0015865704488459,"61"
"761","Otu00001",2,1,"Absent","Absent",0.933124984632272,0,5.05101525406607e-05,"76"
"881","Otu00001",2,1,"Present","Absent",0.0189408709682604,0.0189408709682604,0.0014167889490462,"88"
"971","Otu00001",2,1,"Absent","Absent",0.0030229747454743,0,0.000308641975308642,"97"
"1031","Otu00001",2,1,"Present","Absent",0.427758759712472,0.427758759712472,0.00238336713995943,"103"
"1121","Otu00001",2,1,"Present","Absent",0.177406751167493,0.177406751167493,0.000152819520146707,"112"
"1191","Otu00001",2,1,"Present","Absent",0.0166943114747132,0.0166943114747132,0.000152439024390244,"119"
"411","Otu00001",2,1,"Present","Present",0.0536835419318514,0.0536835419318514,0.420660059262287,"41"
"691","Otu00001",2,1,"Absent","Absent",0.00373807769506636,0,0.00123089547645912,"69"
"421","Otu00001",2,1,"Present","Present",0.161047765985513,0.161047765985513,0.507759060745278,"42"
"701","Otu00001",2,1,"Absent","Absent",0.00651989217202861,0,0.00594902302682189,"70"
"1541","Otu00001",2,1,"Present","Absent",0.226133748529127,0.226133748529127,0.00287611776394917,"154"
"1581","Otu00001",2,1,"Absent","Absent",0.00531243421002838,0,0,"158"
"1751","Otu00001",2,1,"Present","Absent",0.709019176594744,0.709019176594744,0,"175"
"1811","Otu00001",2,1,"Present","Present",0.042226019563521,0.042226019563521,0.0134930971607189,"181"
"1901","Otu00001",2,1,"Present","Absent",0.0953406757573521,0.0953406757573521,0.00220114249777265,"190"
"1991","Otu00001",2,1,"Absent","Absent",0.00458740610500229,0,0.00649042266898844,"199"
"2081","Otu00001",2,1,"Present","Present",0.231002284388788,0.231002284388788,0.150057333472324,"208"
"2151","Otu00001",2,1,"Absent","Absent",0.0235759084659434,0,0,"215"
"2251","Otu00001",2,1,"Present","Present",0.0135343412785635,0.0135343412785635,0.65531195574224,"225"
"2371","Otu00001",2,1,"Present","Present",0.507159758621285,0.507159758621285,0.207425768683086,"237"
"2481","Otu00001",2,1,"Present","Absent",0.999999981113188,0.999999981113188,0,"248"
"113","Otu00001",2,1,"Absent","Absent",0.000393010238537534,0,0.00354332760147986,"11"
"1631","Otu00001",2,1,"Present","Absent",0.0114232344074313,0.0114232344074313,0.00144680411305741,"163"
"2001","Otu00001",2,1,"Present","Absent",0.0127946292544536,0.0127946292544536,0,"200"
"2341","Otu00001",2,1,"Absent","Absent",0.0119265332453419,0,0.00311009744972009,"234"
"223","Otu00001",2,2,"Present","Absent",0.26617732048206,0.26617732048206,0.00494199656661291,"22"
"511","Otu00001",2,2,"Absent","Absent",0.00726761652362012,0,0,"51"
"791","Otu00001",2,2,"Absent","Absent",0.00372795534091043,0,0,"79"
"1211","Otu00001",2,2,"Absent","Absent",0.0303794600970237,0,0,"121"
"141","Otu00001",2,2,"Present","Absent",0.0307930776834371,0.0307930776834371,0.00280621524710284,"14"
"242","Otu00001",2,2,"Present","Present",0.135831017863073,0.135831017863073,0.310691951802329,"24"
"331","Otu00001",2,2,"Present","Present",0.130136131194104,0.130136131194104,0.332162849872774,"33"
"531","Otu00001",2,2,"Absent","Present",0.135874638199883,0,0.0430509342206296,"53"
"661","Otu00001",2,2,"Absent","Absent",0.0809727421644725,0,0.000306372549019608,"66"
"811","Otu00001",2,2,"Present","Absent",0.0880355105605536,0.0880355105605536,0.000607441154138193,"81"
"891","Otu00001",2,2,"Absent","Absent",0.0067023340577633,0,0.000509502216334641,"89"
"981","Otu00001",2,2,"Absent","Absent",0.00590630001146998,0,0.00290712500637527,"98"
"1051","Otu00001",2,2,"Absent","Absent",0.00682715748226619,0,0.000255284386806903,"105"
"1161","Otu00001",2,2,"Absent","Absent",0.0288589304949563,0,0.000150413637503134,"116"
"1231","Otu00001",2,2,"Absent","Absent",0.00886127253999871,0,0,"123"
"481","Otu00001",2,2,"Present","Present",0.114467247232704,0.114467247232704,0.329061133150239,"48"
"311","Otu00001",2,2,"Present","Present",0.112114250693141,0.112114250693141,0.451426821175149,"31"
"491","Otu00001",2,2,"Present","Present",0.0657938477302665,0.0657938477302665,0.533527399009244,"49"
"841","Otu00001",2,2,"Present","Absent",0.191086572314667,0.191086572314667,0.00198665376190719,"84"
"1601","Otu00001",2,2,"Absent","Absent",0.0172477503333856,0,0,"160"
"1611","Otu00001",2,2,"Present","Present",0.0557076877010702,0.0557076877010702,0.226591661847432,"161"
"1761","Otu00001",2,2,"Absent","Absent",0.00165312711902972,0,0.00208289939595918,"176"
"1821","Otu00001",2,2,"Absent","Absent",0.00762071414063211,0,0,"182"
"1911","Otu00001",2,2,"Absent","Absent",0.00100279125594244,0,0,"191"
"2011","Otu00001",2,2,"Absent","Absent",0.0597697646800517,0,0,"201"
"2091","Otu00001",2,2,"Absent","Present",0.0096816724372729,0,0.0846003698376823,"209"
"2181","Otu00001",2,2,"Present","Present",0.0390507568715742,0.0390507568715742,0.319622245540399,"218"
"2261","Otu00001",2,2,"Absent","Absent",0.0100915405767767,0,0.005280426535425,"226"
"2401","Otu00001",2,2,"Present","Absent",0.108836537813286,0.108836537813286,0,"240"
"71","Otu00001",2,2,"Absent","Absent",0.0700138137197981,0,0,"7"
"122","Otu00001",2,2,"Present","Absent",0.0101240994507771,0.0101240994507771,0.00241102783164736,"12"
"1691","Otu00001",2,2,"Absent","Present",0.0468630889425524,0,0.509181545348187,"169"
"2041","Otu00001",2,2,"Absent","Present",0.0309290213608453,0,0.107115414169356,"204"
"2411","Otu00001",2,2,"Present","Absent",0.0272970617288153,0.0272970617288153,0,"241"
"361","Otu00001",2,3,"Absent","Present",0.0493699527574313,0,0.0749922045525413,"36"
"581","Otu00001",2,3,"Absent","Absent",0.0236814978586804,0,0,"58"
"861","Otu00001",2,3,"Present","Absent",0.00195128044508328,0.00195128044508328,0.000668552327076369,"86"
"13","Otu00001",2,3,"Present","Present",0.0407070804683696,0.0407070804683696,0.0210373048149822,"1"
"172","Otu00001",2,3,"Present","Present",0.111345020913209,0.111345020913209,0.245068677062894,"17"
"251","Otu00001",2,3,"Present","Present",0.309351564216833,0.309351564216833,0.330044751830757,"25"
"341","Otu00001",2,3,"Present","Present",0.366438608842311,0.366438608842311,0.514850476336033,"34"
"541","Otu00001",2,3,"Absent","Absent",0.00189768967692334,0,0.000306968177632252,"54"
"671","Otu00001",2,3,"Absent","Absent",0.108706827408958,0,0.000253961804144657,"67"
"821","Otu00001",2,3,"Present","Absent",0.0149940221121606,0.0149940221121606,0.00121976011384428,"82"
"901","Otu00001",2,3,"Present","Absent",0.013461177800484,0.013461177800484,0,"90"
"1011","Otu00001",2,3,"Present","Absent",0.0138593904176174,0.0138593904176174,0.000203210729526519,"101"
"1081","Otu00001",2,3,"Absent","Absent",0.0197171754427929,0,0.000305421226775261,"108"
"1171","Otu00001",2,3,"Absent","Absent",0.0137263571243266,0,0.000152315190901706,"117"
"1241","Otu00001",2,3,"Present","Absent",0.0289698548330464,0.0289698548330464,0.000968498317871343,"124"
"551","Otu00001",2,3,"Present","Present",0.357191045215305,0.357191045215305,0.291799403966704,"55"
"381","Otu00001",2,3,"Present","Present",0.359537395044186,0.359537395044186,0.383285009410448,"38"
"561","Otu00001",2,3,"Present","Present",0.34697357260808,0.34697357260808,0.58247869789275,"56"
"911","Otu00001",2,3,"Present","Absent",0.220361939864971,0.220361939864971,0.00240889754497463,"91"
"1551","Otu00001",2,3,"Present","Present",0.344119764399106,0.344119764399106,0.261762686803612,"155"
"1641","Otu00001",2,3,"Absent","Absent",0.0532156897987233,0,0,"164"
"1791","Otu00001",2,3,"Present","Present",0.363918259446006,0.363918259446006,0.281331934976403,"179"
"1851","Otu00001",2,3,"Present","Present",0.349691664729461,0.349691664729461,0.337004285791786,"185"
"1921","Otu00001",2,3,"Present","Present",0.331982478650431,0.331982478650431,0.336423118865867,"192"
"2031","Otu00001",2,3,"Present","Present",0.353919516627423,0.353919516627423,0.112262612446736,"203"
"2101","Otu00001",2,3,"Absent","Absent",0.0532156897987233,0,0,"210"
"2191","Otu00001",2,3,"Present","Present",0.372560851656656,0.372560851656656,0.748951835566009,"219"
"2271","Otu00001",2,3,"Absent","Absent",0.0532156897987233,0,0,"227"
"2431","Otu00001",2,3,"Present","Absent",0.107038196156719,0.107038196156719,0,"243"
"43","Otu00001",2,3,"Absent","Absent",0.012953874034004,0,0,"4"
"1501","Otu00001",2,3,"Present","Present",0.39422920077177,0.39422920077177,0.386487172974346,"150"
"1711","Otu00001",2,3,"Absent","Present",0.0532156897987233,0,0.0119905310827501,"171"
"2141","Otu00001",2,3,"Present","Absent",0.350344452143625,0.350344452143625,0,"214"
"2451","Otu00001",2,3,"Present","Absent",0.0532156897987233,0.0532156897987233,0,"245"
"641","Otu00001",2,4,"Absent","Present",0.0306892912952254,0,0.217797888386124,"64"
"651","Otu00001",2,4,"Absent","Absent",0.0729582276841057,0,0,"65"
"931","Otu00001",2,4,"Present","Absent",0.0341322042720879,0.0341322042720879,0,"93"
"85","Otu00001",2,4,"Absent","Absent",0.0218572240445436,0,0,"8"
"183","Otu00001",2,4,"Present","Present",0.371413687598512,0.371413687598512,0.319810543657331,"18"
"261","Otu00001",2,4,"Present","Present",0.4317175571905,0.4317175571905,0.369424478768415,"26"
"401","Otu00001",2,4,"Present","Present",0.186226712772121,0.186226712772121,0.389426998368679,"40"
"601","Otu00001",2,4,"Present","Absent",0.0384220654786468,0.0384220654786468,0.000514694528797159,"60"
"681","Otu00001",2,4,"Absent","Absent",0.0658302212634345,0,0.00133005934110906,"68"
"831","Otu00001",2,4,"Absent","Absent",0.0265040130549538,0,0.000101327388793191,"83"
"941","Otu00001",2,4,"Present","Absent",0.153367596206084,0.153367596206084,0.000101081572829273,"94"
"1021","Otu00001",2,4,"Present","Absent",0.006520996359223,0.006520996359223,0.000252436007472106,"102"
"1091","Otu00001",2,4,"Present","Absent",0.0490559174335563,0.0490559174335563,5.06816684405251e-05,"109"
"1181","Otu00001",2,4,"Absent","Absent",0.0862787623513211,0,0.00056013850697627,"118"
"1251","Otu00001",2,4,"Absent","Absent",0.146954734033658,0,0.000358680057388809,"125"
"621","Otu00001",2,4,"Present","Present",0.349604923911976,0.349604923911976,0.329719224671406,"62"
"521","Otu00001",2,4,"Present","Present",0.0217612259417099,0.0217612259417099,0.470570202329859,"52"
"631","Otu00001",2,4,"Present","Present",0.368269764188546,0.368269764188546,0.643387435359173,"63"
"1491","Otu00001",2,4,"Present","Present",0.263224700170135,0.263224700170135,0.105108207220701,"149"
"1561","Otu00001",2,4,"Present","Present",0.0584496647867996,0.0584496647867996,0.659952970043963,"156"
"1681","Otu00001",2,4,"Present","Present",0.412167093542649,0.412167093542649,0.274053545283414,"168"
"1801","Otu00001",2,4,"Present","Present",0.0286843858724329,0.0286843858724329,0.640331463276545,"180"
"1861","Otu00001",2,4,"Present","Present",0.0252431016051968,0.0252431016051968,0.662875246701984,"186"
"1931","Otu00001",2,4,"Present","Present",0.0245110858603849,0.0245110858603849,0.591478566991095,"193"
"2051","Otu00001",2,4,"Absent","Absent",0.0218572240445436,0,0,"205"
"2111","Otu00001",2,4,"Absent","Absent",0.0218572240445436,0,0,"211"
