"","OTU","rep","fold","PredictedClass","TrueClass","Regression","Combined","TrueValue","Index"
"27","Otu00001",1,4,"Present","Present",0.297576794704584,0.297576794704584,0.323067509687946,"27"
"41","Otu00001",1,4,"Present","Present",0.31394856842791,0.31394856842791,0.420660059262287,"41"
"48","Otu00001",1,4,"Present","Present",0.169971983921237,0.169971983921237,0.329061133150239,"48"
"55","Otu00001",1,4,"Present","Present",0.0869402936643839,0.0869402936643839,0.291799403966704,"55"
"62","Otu00001",1,4,"Present","Present",0.141929149850959,0.141929149850959,0.329719224671406,"62"
"69","Otu00001",1,4,"Absent","Absent",0.0018574998392364,0,0.00123089547645912,"69"
"6","Otu00001",1,4,"Absent","Absent",0.0110077277905205,0,0,"6"
"14","Otu00001",1,5,"Absent","Absent",0.0421115120801528,0,0.00280621524710284,"14"
"21","Otu00001",1,5,"Present","Present",0.0406068396169883,0.0406068396169883,0.102342028391329,"21"
"98","Otu00001",1,5,"Absent","Absent",0.0276075431494883,0,0.00290712500637527,"98"
"105","Otu00001",1,5,"Absent","Absent",0.0108670522868333,0,0.000255284386806903,"105"
"112","Otu00001",1,5,"Absent","Absent",0.0820196868268413,0,0.000152819520146707,"112"
"119","Otu00001",1,5,"Present","Absent",0.0356774452002009,0.0356774452002009,0.000152439024390244,"119"
"126","Otu00001",1,5,"Present","Absent",0.114947704156761,0.114947704156761,0.000204237937196834,"126"
"35","Otu00001",1,5,"Present","Present",0.189514187913938,0.189514187913938,0.517439180537772,"35"
"42","Otu00001",1,5,"Present","Present",0.330845200975944,0.330845200975944,0.507759060745278,"42"
"49","Otu00001",1,5,"Present","Present",0.314859048910988,0.314859048910988,0.533527399009244,"49"
"56","Otu00001",1,5,"Present","Present",0.263773855764993,0.263773855764993,0.58247869789275,"56"
"63","Otu00001",1,5,"Present","Present",0.269456388008191,0.269456388008191,0.643387435359173,"63"
"70","Otu00001",1,5,"Absent","Absent",0.0098085001408934,0,0.00594902302682189,"70"
"84","Otu00001",1,5,"Absent","Absent",0.0197200504374477,0,0.00198665376190719,"84"
"91","Otu00001",1,5,"Absent","Absent",0.0114193988077761,0,0.00240889754497463,"91"
"7","Otu00001",1,5,"Absent","Absent",0.018568438278684,0,0,"7"
"36","Otu00002",1,1,"Absent","Absent",0.000491391823686498,0,0,"3"
"171","Otu00002",1,1,"Absent","Absent",0.00105128837451055,0,0.000464732004544046,"17"
"241","Otu00002",1,1,"Absent","Absent",0.020852876892143,0,0.0017286084701815,"24"
"451","Otu00002",1,1,"Present","Present",0.184367507119976,0.184367507119976,0.126314208471012,"45"
"661","Otu00002",1,1,"Present","Present",0.0162600799425768,0.0162600799425768,0.0343647875816993,"66"
"941","Otu00002",1,1,"Absent","Absent",0.0106663857324967,0,0.000101081572829273,"94"
"1011","Otu00002",1,1,"Absent","Absent",0.0342129189675469,0,0.000101605364763259,"101"
"1081","Otu00002",1,1,"Absent","Absent",0.0592676536095228,0,0,"108"
"311","Otu00002",1,1,"Present","Present",0.0539130927720927,0.0539130927720927,0.0429833069579866,"31"
"381","Otu00002",1,1,"Present","Present",0.0809885680763584,0.0809885680763584,0.114197059870797,"38"
"521","Otu00002",1,1,"Present","Present",0.213751432599903,0.213751432599903,0.115368894338851,"52"
"731","Otu00002",1,1,"Present","Present",0.0247818676546701,0.0247818676546701,0.0160246533127889,"73"
"104","Otu00002",1,1,"Absent","Absent",0.00271210145870822,0,0,"10"
"181","Otu00002",1,2,"Absent","Absent",0.00844608277804535,0,0,"18"
"251","Otu00002",1,2,"Absent","Absent",0.00555482861045466,0,0.00462774613506916,"25"
"321","Otu00002",1,2,"Absent","Present",0.0345455193072794,0,0.104383813611281,"32"
"461","Otu00002",1,2,"Present","Present",0.0992175640858522,0.0992175640858522,0.300393439272393,"46"
"531","Otu00002",1,2,"Present","Present",0.180147505769069,0.180147505769069,0.366675198361915,"53"
"601","Otu00002",1,2,"Absent","Present",0.00687286757502806,0,0.0243450512121056,"60"
"671","Otu00002",1,2,"Absent","Absent",0.0293729111685827,0,0.00375863470134092,"67"
"741","Otu00002",1,2,"Absent","Absent",0.0549121715987579,0,0.00146709161734203,"74"
"811","Otu00002",1,2,"Absent","Absent",0.185042916522675,0,0.000253100480890914,"81"
"881","Otu00002",1,2,"Absent","Absent",0.118788023989705,0,0.000252998026615392,"88"
"951","Otu00002",1,2,"Absent","Absent",0.0471829704664217,0,0.000101071356377603,"95"
"1021","Otu00002",1,2,"Absent","Absent",0.0254575036230011,0,0.000100974402988842,"102"
"1091","Otu00002",1,2,"Absent","Absent",0.033416226374191,0,0,"109"
"1161","Otu00002",1,2,"Absent","Absent",0.00791416166521218,0,0,"116"
"1231","Otu00002",1,2,"Absent","Absent",0.0213829854733422,0,0,"123"
"43","Otu00002",1,2,"Absent","Absent",0.0537982603778302,0,0,"4"
"113","Otu00002",1,2,"Absent","Absent",0.00333899422027736,0,0,"11"
"191","Otu00002",1,3,"Absent","Absent",0.0103597029151751,0,0.000772717906449619,"19"
"261","Otu00002",1,3,"Absent","Absent",0.0554623548558331,0,0.00372126217056635,"26"
"331","Otu00002",1,3,"Present","Present",0.0756461054081622,0.0756461054081622,0.0836641221374046,"33"
"401","Otu00002",1,3,"Present","Present",0.0201842871998618,0.0201842871998618,0.0812092169657423,"40"
"471","Otu00002",1,3,"Present","Present",0.217776674309783,0.217776674309783,0.250716692652014,"47"
"541","Otu00002",1,3,"Present","Present",0.332408897328218,0.332408897328218,0.323237491046761,"54"
"611","Otu00002",1,3,"Present","Present",0.277284186881282,0.277284186881282,0.233942371666923,"61"
"681","Otu00002",1,3,"Present","Present",0.270999981324034,0.270999981324034,0.111622672396153,"68"
"751","Otu00002",1,3,"Absent","Present",0.0112111380682797,0,0.0117604949634402,"75"
"821","Otu00002",1,3,"Absent","Absent",0.18170101028784,0,0.000304940028461069,"82"
"891","Otu00002",1,3,"Absent","Absent",0.0968154481319398,0,0.000509502216334641,"89"
"961","Otu00002",1,3,"Absent","Absent",0.0785938341108722,0,0.00193266198759028,"96"
"1031","Otu00002",1,3,"Absent","Absent",0.0409281837458778,0,0.000760649087221095,"103"
"1101","Otu00002",1,3,"Absent","Absent",0.0560027133934222,0,0.000863733360430851,"110"
"1171","Otu00002",1,3,"Absent","Absent",0.19379983586248,0,0.0016246953696182,"117"
"1241","Otu00002",1,3,"Absent","Absent",0.0104950366577657,0,0.00137628708329086,"124"
"121","Otu00002",1,3,"Absent","Absent",0.0488933955389114,0,0,"12"
"201","Otu00002",1,4,"Absent","Absent",0.00827937140084729,0,0.000511090667484412,"20"
"341","Otu00002",1,4,"Present","Present",0.149910550552434,0.149910550552434,0.135819450812573,"34"
"761","Otu00002",1,4,"Present","Present",0.763365947520594,0.763365947520594,0.0517729063541772,"76"
"831","Otu00002",1,4,"Absent","Present",0.808123241388923,0,0.0319181274698551,"83"
"901","Otu00002",1,4,"Absent","Present",0.112030959810273,0,0.0668702448113452,"90"
"971","Otu00002",1,4,"Absent","Present",0.228235037947577,0,0.0277263374485597,"97"
"1111","Otu00002",1,4,"Absent","Absent",0.0604296199506092,0,0.00123336245439128,"111"
"1181","Otu00002",1,4,"Absent","Absent",0.0301907211777831,0,0.000916590284142988,"118"
"1251","Otu00002",1,4,"Absent","Absent",0.254593023682817,0,0.000819840131174421,"125"
"271","Otu00002",1,4,"Absent","Present",0.0109709241728074,0,0.0225882112992046,"27"
"411","Otu00002",1,4,"Present","Present",0.33418933164349,0.33418933164349,0.249259221416164,"41"
"481","Otu00002",1,4,"Present","Present",0.293533181153646,0.293533181153646,0.267012511443393,"48"
"551","Otu00002",1,4,"Present","Present",0.0817033791319894,0.0817033791319894,0.0694687082519782,"55"
"621","Otu00002",1,4,"Present","Present",0.11697558741774,0.11697558741774,0.0309926865442643,"62"
"691","Otu00002",1,4,"Present","Present",0.207884852212184,0.207884852212184,0.0574417889014258,"69"
"64","Otu00002",1,4,"Absent","Absent",0.0596267504008288,0,0,"6"
"141","Otu00002",1,5,"Absent","Absent",0.0436572095570497,0,0,"14"
"211","Otu00002",1,5,"Absent","Absent",0.0300833088854979,0,0,"21"
"981","Otu00002",1,5,"Absent","Absent",0.159406037588946,0,0.0016320701790177,"98"
"1051","Otu00002",1,5,"Present","Absent",0.162511182020707,0.162511182020707,0.000459511896252425,"105"
"1121","Otu00002",1,5,"Absent","Absent",0.122235205704998,0,0.000662217920635729,"112"
"1191","Otu00002",1,5,"Absent","Absent",0.0403770777739661,0,0.000558943089430894,"119"
"1261","Otu00002",1,5,"Absent","Absent",0.0630857193541684,0,0,"126"
"351","Otu00002",1,5,"Absent","Absent",0.140279576869454,0,0,"35"
"421","Otu00002",1,5,"Absent","Absent",0.156476933638891,0,0.000612557427258805,"42"
"491","Otu00002",1,5,"Absent","Present",0.163597810107512,0,0.0111843113222001,"49"
"561","Otu00002",1,5,"Present","Present",0.182217539369532,0.182217539369532,0.0338282565437012,"56"
"631","Otu00002",1,5,"Present","Present",0.182554821084575,0.182554821084575,0.0929291894936255,"63"
"701","Otu00002",1,5,"Present","Present",0.271032057696281,0.271032057696281,0.219190727729627,"70"
"841","Otu00002",1,5,"Absent","Absent",0.254789587034789,0,0.00254699200244511,"84"
"911","Otu00002",1,5,"Absent","Absent",0.204186151444431,0,0.00189636615242684,"91"
"71","Otu00002",1,5,"Absent","Absent",0.0675579368417819,0,0,"7"
"37","Otu00003",1,1,"Absent","Present",2.83017736826915e-05,0,0.0683834778174401,"3"
"172","Otu00003",1,1,"Present","Absent",0.107981587767576,0.107981587767576,0.00888154497573066,"17"
"242","Otu00003",1,1,"Present","Present",0.162461221613395,0.162461221613395,0.0272001626925619,"24"
"452","Otu00003",1,1,"Present","Present",0.120490870338739,0.120490870338739,0.0435566236106939,"45"
"662","Otu00003",1,1,"Absent","Absent",0.00155761474263554,0,0.00102124183006536,"66"
"942","Otu00003",1,1,"Absent","Absent",0.0117673460093219,0,0.00030324471848782,"94"
"1012","Otu00003",1,1,"Absent","Absent",0.012171033877057,0,0,"101"
"1082","Otu00003",1,1,"Absent","Absent",0.0429217876536109,0,0.000101807075591754,"108"
"312","Otu00003",1,1,"Present","Present",0.137368823974296,0.137368823974296,0.0721833682168564,"31"
"382","Otu00003",1,1,"Present","Present",0.125346356564598,0.125346356564598,0.0834223510860166,"38"
"522","Otu00003",1,1,"Absent","Absent",0.00528824441624399,0,0.000357653791130186,"52"
"732","Otu00003",1,1,"Absent","Absent",0.0439499249492191,0,0.00426296866974833,"73"
"106","Otu00003",1,1,"Present","Present",0.136128748139051,0.136128748139051,0.0930866397609938,"10"
"182","Otu00003",1,2,"Absent","Absent",0.0362875844198926,0,0.0058175453047776,"18"
"252","Otu00003",1,2,"Present","Present",0.0865354281066637,0.0865354281066637,0.0267493897477624,"25"
"322","Otu00003",1,2,"Present","Present",0.16604072462173,0.16604072462173,0.0884426732066217,"32"
"462","Otu00003",1,2,"Present","Absent",0.0802805803904994,0.0802805803904994,0.00403658474273159,"46"
"532","Otu00003",1,2,"Absent","Absent",0.00904011065577599,0,0.00143332480163809,"53"
"602","Otu00003",1,2,"Absent","Absent",0.00107766016413625,0,0.000360286170158011,"60"
"672","Otu00003",1,2,"Absent","Absent",0.00108125937130069,0,0.000965054855749695,"67"
"742","Otu00003",1,2,"Absent","Absent",0.00360535933613815,0,0.00323771943137552,"74"
"812","Otu00003",1,2,"Absent","Absent",0.00478514763515646,0,0.0082004555808656,"81"
"882","Otu00003",1,2,"Absent","Present",0.00673094173372817,0,0.0278297829276932,"88"
"952","Otu00003",1,2,"Absent","Present",0.00933307685547249,0,0.0140994542146756,"95"
"1022","Otu00003",1,2,"Absent","Absent",0.0965884524655735,0,0.00131266723885495,"102"
"1092","Otu00003",1,2,"Absent","Absent",0.129765881787775,0,0.0010136333688105,"109"
"1162","Otu00003",1,2,"Present","Absent",0.145404867948745,0.145404867948745,0.00701930308347957,"116"
"1232","Otu00003",1,2,"Present","Present",0.0874811051296505,0.0874811051296505,0.0583469221361598,"123"
"44","Otu00003",1,2,"Absent","Present",0.103264823803534,0,0.107823075712262,"4"
"114","Otu00003",1,2,"Present","Present",0.102870211387235,0.102870211387235,0.110624772028555,"11"
"192","Otu00003",1,3,"Absent","Absent",0.150354622677908,0,0.00659385946837008,"19"
"262","Otu00003",1,3,"Present","Present",0.0386710101267692,0.0386710101267692,0.0176887393587195,"26"
"332","Otu00003",1,3,"Present","Present",0.156095345933085,0.156095345933085,0.0867175572519084,"33"
"402","Otu00003",1,3,"Present","Present",0.194341508755986,0.194341508755986,0.0774367862969005,"40"
"472","Otu00003",1,3,"Present","Present",0.0968363847638211,0.0968363847638211,0.0452647990745863,"47"
"542","Otu00003",1,3,"Absent","Absent",0.0372086737983064,0,0.000920904532896756,"54"
"612","Otu00003",1,3,"Absent","Absent",0.0127112072590532,0,0.000460617227084293,"61"
"682","Otu00003",1,3,"Absent","Absent",0.0334842112137145,0,0.00168815224063843,"68"
"752","Otu00003",1,3,"Absent","Absent",0.00607494907487915,0,0.0061870430025055,"75"
"822","Otu00003",1,3,"Absent","Absent",0.0133961151352543,0,0.00360845700345599,"82"
"892","Otu00003",1,3,"Absent","Absent",0.00900574204376576,0,0.00769348346665308,"89"
"962","Otu00003",1,3,"Absent","Absent",0.0106390986028592,0,0.00152578577967653,"96"
"1032","Otu00003",1,3,"Absent","Absent",0.0832031377465753,0,0.000304259634888438,"103"
"1102","Otu00003",1,3,"Absent","Absent",0.0345403289150956,0,0.000355654913118586,"110"
"1172","Otu00003",1,3,"Absent","Absent",0.0230875177133644,0,0.00416328188464663,"117"
"1242","Otu00003",1,3,"Absent","Absent",0.0438811312651768,0,0,"124"
"122","Otu00003",1,3,"Present","Present",0.194052156007712,0.194052156007712,0.124744483463494,"12"
"202","Otu00003",1,4,"Present","Absent",0.181482963642987,0.181482963642987,0.00270878053766738,"20"
"342","Otu00003",1,4,"Present","Present",0.143591639842205,0.143591639842205,0.0333180498242396,"34"
"762","Otu00003",1,4,"Absent","Absent",0.0230453158260144,0,0.00131326396605718,"76"
"832","Otu00003",1,4,"Absent","Absent",0.0150758006014609,0,0.00136791974870808,"83"
"902","Otu00003",1,4,"Absent","Absent",0.0302842255203691,0,0.00734951607059676,"90"
"972","Otu00003",1,4,"Absent","Absent",0.0299583063939174,0,0.0073559670781893,"97"
"1112","Otu00003",1,4,"Absent","Absent",0.110472477032394,0,0.00508762012436405,"111"
"1182","Otu00003",1,4,"Absent","Absent",0.0637651836472934,0,0.00305530094714329,"118"
"1252","Otu00003",1,4,"Absent","Absent",0.019114871614863,0,0.00112728018036483,"125"
"272","Otu00003",1,4,"Present","Present",0.188397773204121,0.188397773204121,0.0232510707729961,"27"
"412","Otu00003",1,4,"Present","Present",0.110375511552576,0.110375511552576,0.016348217022581,"41"
"482","Otu00003",1,4,"Absent","Absent",0.0234947828507794,0,0.00940901230800529,"48"
"552","Otu00003",1,4,"Absent","Absent",0.0188354588379092,0,0.00210666940704964,"55"
"622","Otu00003",1,4,"Absent","Absent",0.0263925696620678,0,0.00404030072111696,"62"
"692","Otu00003",1,4,"Absent","Absent",0.00825990967192672,0,0.00384654836393476,"69"
"65","Otu00003",1,4,"Present","Present",0.110689039591399,0.110689039591399,0.0268895348837209,"6"
"142","Otu00003",1,5,"Present","Present",0.208792015995849,0.208792015995849,0.0873044743543107,"14"
"212","Otu00003",1,5,"Absent","Present",0.0245888658515588,0,0.0232665402552145,"21"
"982","Otu00003",1,5,"Absent","Absent",0.0241964405800755,0,0.00219309430305503,"98"
"1052","Otu00003",1,5,"Absent","Absent",0.0283534219525887,0,0.00260390074543041,"105"
"1122","Otu00003",1,5,"Absent","Present",0.0071735628829184,0,0.01253120065203,"112"
"1192","Otu00003",1,5,"Absent","Absent",0.000365671484508778,0,0,"119"
"1262","Otu00003",1,5,"Absent","Absent",0.0194732809433483,0,0,"126"
"352","Otu00003",1,5,"Present","Present",0.236398061422347,0.236398061422347,0.102944942381562,"35"
"422","Otu00003",1,5,"Present","Present",0.195813773411463,0.195813773411463,0.118070444104135,"42"
"492","Otu00003",1,5,"Present","Present",0.121876475904727,0.121876475904727,0.0246156988917829,"49"
"562","Otu00003",1,5,"Absent","Absent",0.0358675716516151,0,0.00219398948925966,"56"
"632","Otu00003",1,5,"Absent","Absent",0.0157346703776723,0,0.00122881572884133,"63"
"702","Otu00003",1,5,"Absent","Absent",0.011079932477736,0,0.00589773834555618,"70"
"842","Otu00003",1,5,"Absent","Absent",0.00411779795731004,0,0.00259793184249402,"84"
"912","Otu00003",1,5,"Absent","Absent",0.00700078961624052,0,0.00333145405156066,"91"
"72","Otu00003",1,5,"Present","Present",0.0825057339956345,0.0825057339956345,0.155755152899642,"7"
"39","Otu00004",1,1,"Absent","Absent",0.0593468258430552,0,0.000917899031106578,"3"
"173","Otu00004",1,1,"Absent","Absent",0.00587895301967686,0,0.00134255912423836,"17"
"243","Otu00004",1,1,"Absent","Absent",0.0179637700982845,0,0,"24"
"453","Otu00004",1,1,"Absent","Absent",0.00304021131121385,0,0.00575748473014919,"45"
"663","Otu00004",1,1,"Present","Absent",0.211229087850018,0.211229087850018,0.00423815359477124,"66"
"943","Otu00004",1,1,"Absent","Absent",0.0727528619270972,0,0.0051046194278783,"94"
"1013","Otu00004",1,1,"Absent","Absent",0.0008261457634629,0,0.0023877260719366,"101"
"1083","Otu00004",1,1,"Absent","Absent",0.0025207418790246,0,0.000865360142529906,"108"
"313","Otu00004",1,1,"Absent","Absent",0.0179360137865346,0,0,"31"
"383","Otu00004",1,1,"Absent","Absent",0.00768054937714783,0,0.000305203723485427,"38"
"523","Otu00004",1,1,"Present","Present",0.229634796998896,0.229634796998896,0.018904557531167,"52"
"733","Otu00004",1,1,"Present","Absent",0.290328466986644,0.290328466986644,0.00164355418592707,"73"
"107","Otu00004",1,1,"Absent","Absent",0.0267443188369633,0,0.00524136485140731,"10"
"183","Otu00004",1,2,"Absent","Absent",0.0346068088500491,0,0,"18"
"253","Otu00004",1,2,"Absent","Absent",0.0539016671818593,0,0,"25"
"323","Otu00004",1,2,"Absent","Absent",0.00706133006913691,0,0.00040874718986307,"32"
"463","Otu00004",1,2,"Absent","Absent",0.0157484303071981,0,0.000562056103418323,"46"
"533","Otu00004",1,2,"Absent","Absent",0.0661960349564543,0,0.00266188891732787,"53"
"603","Otu00004",1,2,"Absent","Absent",0.0674683562169077,0,0.000772041793195738,"60"
"673","Otu00004",1,2,"Absent","Absent",0.145894317997347,0,0.000914262494920764,"67"
"743","Otu00004",1,2,"Present","Absent",0.152640081740456,0.152640081740456,0.000910608590074366,"74"
"813","Otu00004",1,2,"Present","Absent",0.117094930529194,0.117094930529194,0.00202480384712731,"81"
"883","Otu00004",1,2,"Present","Absent",0.139274279578445,0.139274279578445,0.000252998026615392,"88"
"953","Otu00004",1,2,"Present","Absent",0.184224951205978,0.184224951205978,0.000859106529209622,"95"
"1023","Otu00004",1,2,"Present","Absent",0.158767417092523,0.158767417092523,0.00045438481344979,"102"
"1093","Otu00004",1,2,"Absent","Absent",0.0778346154509153,0,0.00207794840606153,"109"
"1163","Otu00004",1,2,"Absent","Absent",0.0291745364606983,0,0,"116"
"1233","Otu00004",1,2,"Absent","Absent",0.0238013304082606,0,0.000968202201386058,"123"
"410","Otu00004",1,2,"Absent","Absent",0.134520496213834,0,0,"4"
"115","Otu00004",1,2,"Absent","Absent",0.0730070326369534,0,0.00406440518993278,"11"
"193","Otu00004",1,3,"Absent","Absent",0.0670169930835073,0,0.00082423243354626,"19"
"263","Otu00004",1,3,"Absent","Absent",0.000963940515161771,0,0,"26"
"333","Otu00004",1,3,"Absent","Absent",0.000270434536937356,0,0.000152671755725191,"33"
"403","Otu00004",1,3,"Absent","Absent",0.0367575842005821,0,5.0978792822186e-05,"40"
"473","Otu00004",1,3,"Absent","Absent",0.0251045305972698,0,0.00342000704119097,"47"
"543","Otu00004",1,3,"Absent","Present",0.0329496035262906,0,0.0114601452982707,"54"
"613","Otu00004",1,3,"Absent","Present",0.0603041251281522,0,0.0372588157019295,"61"
"683","Otu00004",1,3,"Absent","Present",0.0871500551906273,0,0.0210763249437283,"68"
"753","Otu00004",1,3,"Absent","Absent",0.100357638130461,0,0.00194303829830751,"75"
"823","Otu00004",1,3,"Absent","Absent",0.00680219129494491,0,0.0054380971742224,"82"
"893","Otu00004",1,3,"Absent","Absent",2.67564795012073e-06,0,0.0072349314719519,"89"
"963","Otu00004",1,3,"Absent","Present",6.08768359489464e-05,0,0.0150544196928085,"96"
"1033","Otu00004",1,3,"Absent","Absent",2.4105984972314e-09,0,0.00836713995943205,"103"
"1103","Otu00004",1,3,"Absent","Absent",1.9353354878571e-06,0,0.00640178843613454,"110"
"1173","Otu00004",1,3,"Absent","Absent",1.00470556587166e-06,0,0.00944354183590577,"117"
"1243","Otu00004",1,3,"Absent","Absent",0.000142804505780271,0,0.00178407584871037,"124"
"127","Otu00004",1,3,"Absent","Absent",0.141773279865861,0,0.00115310026730961,"12"
"203","Otu00004",1,4,"Absent","Absent",0.145033681690136,0,0.000613308800981294,"20"
"343","Otu00004",1,4,"Absent","Absent",0.00230697219228136,0,0,"34"
"763","Otu00004",1,4,"Absent","Absent",0.0158411847925586,0,0.002828568542277,"76"
"833","Otu00004",1,4,"Absent","Absent",0.0325375740828262,0,0.00243185733103658,"83"
"903","Otu00004",1,4,"Absent","Present",0.024633290936175,0,0.0120076600590032,"90"
"973","Otu00004",1,4,"Absent","Present",0.0575553916421722,0,0.0812757201646091,"97"
"1113","Otu00004",1,4,"Absent","Present",0.0161647467277639,0,0.0282131661442006,"111"
"1183","Otu00004",1,4,"Absent","Present",0.0142190965180057,0,0.0124248905183827,"118"
"1253","Otu00004",1,4,"Absent","Absent",0.016249771591901,0,0.00732732117237139,"125"
"273","Otu00004",1,4,"Absent","Absent",0.0231698277569437,0,0,"27"
"413","Otu00004",1,4,"Absent","Absent",0.00595147903477897,0,0.00045979360376009,"41"
"483","Otu00004",1,4,"Present","Present",0.0677398022248279,0.0677398022248279,0.0111890957176279,"48"
"553","Otu00004",1,4,"Present","Present",0.475487315845019,0.475487315845019,0.16868769910595,"55"
"623","Otu00004",1,4,"Present","Present",0.39371416895208,0.39371416895208,0.105098961796144,"62"
"693","Otu00004",1,4,"Present","Present",0.118766298730683,0.118766298730683,0.0111806339111704,"69"
"610","Otu00004",1,4,"Absent","Absent",0.0436545994768414,0,0,"6"
"143","Otu00004",1,5,"Absent","Absent",0.0233119223881981,0,0.00306604999220496,"14"
