"","OTU","rep","fold","PredictedClass","TrueClass","Regression","Combined","TrueValue","Index"
"125","Otu00006",1,4,"Present","Present",0.0188132533104989,0.0188132533104989,0.135171141627383,"125"
"55","Otu00006",1,4,"Present","Present",0.0364520927130854,0.0364520927130854,0.0392046038433871,"55"
"52","Otu00006",1,4,"Present","Present",0.0836155132675281,0.0836155132675281,0.047005926834253,"52"
"56","Otu00006",1,4,"Present","Present",0.0263423155690724,0.0263423155690724,0.0111740394918108,"56"
"6","Otu00006",1,4,"Present","Absent",0.11821051322738,0.11821051322738,0,"6"
"92","Otu00006",1,5,"Absent","Absent",0.0102249627219769,0,0.00193808882907133,"9"
"65","Otu00006",1,5,"Absent","Absent",0.00381042169747729,0,0.000561883843285488,"65"
"100","Otu00006",1,5,"Present","Absent",0.0102842918058055,0.0102842918058055,0.000354843615349521,"100"
"8","Otu00006",1,5,"Present","Absent",0.0011534403283376,0.0011534403283376,0,"8"
"19","Otu00006",1,5,"Present","Present",0.0470623132636623,0.0470623132636623,0.144343704924789,"19"
"26","Otu00006",1,5,"Present","Absent",0.0876816144843622,0.0876816144843622,0.0045368812764439,"26"
"45","Otu00006",1,5,"Present","Present",0.00649271279318727,0.00649271279318727,0.014118353860018,"45"
"60","Otu00006",1,5,"Absent","Present",0.0057914587761357,0,0.0115806268979361,"60"
"74","Otu00006",1,5,"Present","Present",0.00339434756037319,0.00339434756037319,0.0267111853088481,"74"
"83","Otu00006",1,5,"Present","Absent",0.0110874185406745,0.0110874185406745,0.00901813760259398,"83"
"95","Otu00006",1,5,"Present","Present",0.0090258385400755,0.0090258385400755,0.472205376996159,"95"
"102","Otu00006",1,5,"Present","Present",0.00628840863327177,0.00628840863327177,0.227141919523401,"102"
"110","Otu00006",1,5,"Absent","Present",0.0371249534287238,0,0.0207296006503404,"110"
"118","Otu00006",1,5,"Absent","Present",0.0181058911428758,0,0.122619411345351,"118"
"126","Otu00006",1,5,"Present","Present",0.0113470271852736,0.0113470271852736,0.0699004340056165,"126"
"62","Otu00006",1,5,"Present","Present",0.0308895855285805,0.0308895855285805,0.0542116299289112,"62"
"73","Otu00006",1,5,"Present","Present",0.0170230432078251,0.0170230432078251,0.0395480225988701,"73"
"63","Otu00006",1,5,"Present","Present",0.0169752045602616,0.0169752045602616,0.0157186011980953,"63"
"10","Otu00006",1,5,"Present","Present",0.0240155296063289,0.0240155296063289,0.0142040987473138,"10"
"151","Otu00006",2,1,"Present","Present",0.189710932880077,0.189710932880077,0.0136907561268746,"15"
"441","Otu00006",2,1,"Present","Absent",0.0598902881392712,0.0598902881392712,0.000455051066841946,"44"
"721","Otu00006",2,1,"Present","Absent",0.00867593446563423,0.00867593446563423,0.00441569110700349,"72"
"1141","Otu00006",2,1,"Present","Absent",0.00954209911940901,0.00954209911940901,0,"114"
"37","Otu00006",2,1,"Present","Absent",0.0447334786490272,0.0447334786490272,0.000866904640489546,"3"
"211","Otu00006",2,1,"Present","Present",0.094959925014778,0.094959925014778,0.312560856864654,"21"
"321","Otu00006",2,1,"Present","Absent",0.0248707928132232,0.0248707928132232,0.0028101369303086,"32"
"471","Otu00006",2,1,"Present","Present",0.0275684130645584,0.0275684130645584,0.0212744555650556,"47"
"611","Otu00006",2,1,"Absent","Present",0.0236585053751505,0,0.0150980091099852,"61"
"761","Otu00006",2,1,"Present","Absent",0.0276367691770677,0.0276367691770677,0.00636427922012324,"76"
"881","Otu00006",2,1,"Present","Present",0.0813764465555223,0.0813764465555223,0.124323230278804,"88"
"971","Otu00006",2,1,"Present","Present",0.00449688940882401,0.00449688940882401,0.0296296296296296,"97"
"1031","Otu00006",2,1,"Present","Present",0.0357630450025351,0.0357630450025351,0.0209432048681542,"103"
"1121","Otu00006",2,1,"Present","Present",0.0418393676245598,0.0418393676245598,0.170546584483725,"112"
"1191","Otu00006",2,1,"Present","Present",0.228247803595824,0.228247803595824,0.220985772357724,"119"
"411","Otu00006",2,1,"Present","Present",0.0179912864049346,0.0179912864049346,0.0211505057729641,"41"
"691","Otu00006",2,1,"Present","Present",0.0339229814477239,0.0339229814477239,0.0554415837521797,"69"
"421","Otu00006",2,1,"Present","Absent",0.0463559673878506,0.0463559673878506,0.00490045941807044,"42"
"701","Otu00006",2,1,"Present","Present",0.0827733328202141,0.0827733328202141,0.0215908508128622,"70"
"113","Otu00006",2,1,"Present","Present",0.0291129692778284,0.0291129692778284,0.017664530248554,"11"
"221","Otu00006",2,2,"Present","Present",0.0257050608666261,0.0257050608666261,0.123601935181813,"22"
"511","Otu00006",2,2,"Present","Absent",0.0120926849351588,0.0120926849351588,0,"51"
"791","Otu00006",2,2,"Present","Absent",0.0764462694387523,0.0764462694387523,0.000100689724613603,"79"
"1211","Otu00006",2,2,"Present","Absent",0.0137376790985449,0.0137376790985449,0.000876062870394228,"121"
"141","Otu00006",2,2,"Present","Present",0.0160944488567172,0.0160944488567172,0.0112768279374318,"14"
"241","Otu00006",2,2,"Present","Absent",0.0844805163293774,0.0844805163293774,0.00833799379734608,"24"
"331","Otu00006",2,2,"Present","Absent",0.140205300911404,0.140205300911404,0.00310432569974555,"33"
"531","Otu00006",2,2,"Present","Absent",0.0459834427104007,0.0459834427104007,0.00829280778090607,"53"
"661","Otu00006",2,2,"Present","Present",0.00494929890858898,0.00494929890858898,0.0345179738562092,"66"
"811","Otu00006",2,2,"Present","Present",0.0746960214716944,0.0746960214716944,0.0249557074158441,"81"
"891","Otu00006",2,2,"Present","Present",0.0182533441841462,0.0182533441841462,0.0265960156926683,"89"
"981","Otu00006",2,2,"Present","Present",0.0417115463354262,0.0417115463354262,0.0541643290661498,"98"
"1051","Otu00006",2,2,"Present","Present",0.0350634678587365,0.0350634678587365,0.138415194526703,"105"
"1161","Otu00006",2,2,"Present","Present",0.11938111494853,0.11938111494853,0.149761845073953,"116"
"1231","Otu00006",2,2,"Present","Present",0.097877979104422,0.097877979104422,0.0169180595189564,"123"
"481","Otu00006",2,2,"Present","Present",0.0180036501073982,0.0180036501073982,0.0208015461295901,"48"
"311","Otu00006",2,2,"Absent","Absent",0.018225085821635,0,0.00270560008167849,"31"
"491","Otu00006",2,2,"Present","Present",0.0114764565415474,0.0114764565415474,0.010111843113222,"49"
"841","Otu00006",2,2,"Present","Present",0.0279522897482622,0.0279522897482622,0.133513320768173,"84"
"71","Otu00006",2,2,"Present","Absent",0.00162544697374567,0.00162544697374567,0,"7"
"122","Otu00006",2,2,"Present","Present",0.0554653285630303,0.0554653285630303,0.0153571990146234,"12"
"361","Otu00006",2,3,"Present","Present",0.105960327722403,0.105960327722403,0.021775283234591,"36"
"581","Otu00006",2,3,"Absent","Absent",0.0365866870261824,0,0,"58"
"861","Otu00006",2,3,"Present","Absent",0.0873697145726856,0.0873697145726856,0.000411416816662381,"86"
"13","Otu00006",2,3,"Present","Present",0.0895488354995295,0.0895488354995295,0.177235527438871,"1"
"171","Otu00006",2,3,"Present","Present",0.980416701456714,0.980416701456714,0.10755964060725,"17"
"251","Otu00006",2,3,"Absent","Absent",0.0107658649113912,0,0.00564483319772173,"25"
"341","Otu00006",2,3,"Present","Absent",0.000446494759190876,0.000446494759190876,0.0065719089102858,"34"
"541","Otu00006",2,3,"Present","Present",0.115772989548267,0.115772989548267,0.0212319656195641,"54"
"671","Otu00006",2,3,"Present","Present",1.48675318630404e-06,1.48675318630404e-06,0.019250304754165,"67"
"821","Otu00006",2,3,"Present","Present",0.709258959513525,0.709258959513525,0.0243443789388087,"82"
"901","Otu00006",2,3,"Present","Present",0.107487502771121,0.107487502771121,0.0276900781533047,"90"
"1011","Otu00006",2,3,"Present","Present",0.999617869901722,0.999617869901722,0.196301564722617,"101"
"1081","Otu00006",2,3,"Present","Present",0.99999999999619,0.99999999999619,0.18345635021634,"108"
"1171","Otu00006",2,3,"Present","Present",1,1,0.0253858651502843,"117"
"1241","Otu00006",2,3,"Present","Present",0.99999999999999,0.99999999999999,0.0251299826689775,"124"
"551","Otu00006",2,3,"Present","Present",0.00368375111609537,0.00368375111609537,0.0392046038433871,"55"
"381","Otu00006",2,3,"Present","Absent",0.301194211643319,0.301194211643319,0.00559540159723282,"38"
"561","Otu00006",2,3,"Present","Present",0.00327217768124431,0.00327217768124431,0.0111740394918108,"56"
"911","Otu00006",2,3,"Present","Present",0.988282225338881,0.988282225338881,0.0747270770334683,"91"
"43","Otu00006",2,3,"Present","Absent",0.0573051714969189,0.0573051714969189,0,"4"
"641","Otu00006",2,4,"Present","Present",0.205638194357291,0.205638194357291,0.0708898944193062,"64"
"651","Otu00006",2,4,"Present","Absent",0.00615066288432766,0.00615066288432766,0.000561883843285488,"65"
"931","Otu00006",2,4,"Present","Absent",0.00962649931740211,0.00962649931740211,0.00106012418597607,"93"
"85","Otu00006",2,4,"Absent","Absent",0.0204581050701583,0,0,"8"
"181","Otu00006",2,4,"Present","Present",0.128143193512292,0.128143193512292,0.1875,"18"
"261","Otu00006",2,4,"Absent","Absent",0.0327273777360149,0,0.0045368812764439,"26"
"401","Otu00006",2,4,"Present","Absent",0.0208811310855623,0.0208811310855623,0.00693311582381729,"40"
"601","Otu00006",2,4,"Present","Present",0.0195904060925374,0.0195904060925374,0.0115806268979361,"60"
"681","Otu00006",2,4,"Present","Present",0.0132999036717641,0.0132999036717641,0.0175465520769388,"68"
"831","Otu00006",2,4,"Present","Absent",0.120498072884197,0.120498072884197,0.00901813760259398,"83"
"941","Otu00006",2,4,"Present","Present",0.0834266595484595,0.0834266595484595,0.107854038208835,"94"
"1021","Otu00006",2,4,"Present","Present",0.952196302218056,0.952196302218056,0.227141919523401,"102"
"1091","Otu00006",2,4,"Present","Present",0.352206606748824,0.352206606748824,0.340428766915007,"109"
"1181","Otu00006",2,4,"Present","Present",0.0414834396902291,0.0414834396902291,0.122619411345351,"118"
"1251","Otu00006",2,4,"Present","Present",0.0307156855410359,0.0307156855410359,0.135171141627383,"125"
"621","Otu00006",2,4,"Present","Present",0.0474607896631794,0.0474607896631794,0.0542116299289112,"62"
"521","Otu00006",2,4,"Present","Present",0.142360094130249,0.142360094130249,0.047005926834253,"52"
"631","Otu00006",2,4,"Present","Present",0.0223668863796749,0.0223668863796749,0.0157186011980953,"63"
"610","Otu00006",2,4,"Present","Absent",0.333857781913586,0.333857781913586,0,"6"
"99","Otu00006",2,5,"Present","Absent",0.00304420133398619,0.00304420133398619,0.00193808882907133,"9"
"442","Otu00006",2,5,"Present","Absent",0.000693211742660273,0.000693211742660273,0.000455051066841946,"44"
"1001","Otu00006",2,5,"Present","Absent",0.00169824158852042,0.00169824158852042,0.000354843615349521,"100"
"1142","Otu00006",2,5,"Present","Absent",0.00423405194105233,0.00423405194105233,0,"114"
"191","Otu00006",2,5,"Present","Present",0.0213077104902158,0.0213077104902158,0.144343704924789,"19"
"212","Otu00006",2,5,"Present","Present",0.0232240967747832,0.0232240967747832,0.312560856864654,"21"
"451","Otu00006",2,5,"Present","Present",0.00305551160790483,0.00305551160790483,0.014118353860018,"45"
"472","Otu00006",2,5,"Present","Present",0.0195021875730786,0.0195021875730786,0.0212744555650556,"47"
"741","Otu00006",2,5,"Present","Present",0.0348403145131012,0.0348403145131012,0.0267111853088481,"74"
"762","Otu00006",2,5,"Present","Absent",0.395684219673087,0.395684219673087,0.00636427922012324,"76"
"951","Otu00006",2,5,"Present","Present",0.192260326377039,0.192260326377039,0.472205376996159,"95"
"972","Otu00006",2,5,"Present","Present",0.00402079308389828,0.00402079308389828,0.0296296296296296,"97"
"1101","Otu00006",2,5,"Present","Present",0.0214266873682198,0.0214266873682198,0.0207296006503404,"110"
"1122","Otu00006",2,5,"Present","Present",0.223798529498536,0.223798529498536,0.170546584483725,"112"
"1261","Otu00006",2,5,"Present","Present",0.0223479927458041,0.0223479927458041,0.0699004340056165,"126"
"412","Otu00006",2,5,"Present","Present",0.0131941352670125,0.0131941352670125,0.0211505057729641,"41"
"731","Otu00006",2,5,"Present","Present",0.0259861228977901,0.0259861228977901,0.0395480225988701,"73"
"422","Otu00006",2,5,"Present","Absent",0.0245127723361226,0.0245127723361226,0.00490045941807044,"42"
"104","Otu00006",2,5,"Present","Present",0.0122237399812579,0.0122237399812579,0.0142040987473138,"10"
"152","Otu00006",3,1,"Present","Present",0.00129154633317189,0.00129154633317189,0.0136907561268746,"15"
"910","Otu00006",3,1,"Present","Absent",0.00189454914711965,0.00189454914711965,0.00193808882907133,"9"
"792","Otu00006",3,1,"Present","Absent",0.00406976476761161,0.00406976476761161,0.000100689724613603,"79"
"1071","Otu00006",3,1,"Present","Present",4.6213679331292e-05,4.6213679331292e-05,0.0531746867431821,"107"
"39","Otu00006",3,1,"Present","Absent",0.0174359327973749,0.0174359327973749,0.000866904640489546,"3"
"213","Otu00006",3,1,"Present","Present",0.047042063457306,0.047042063457306,0.312560856864654,"21"
"322","Otu00006",3,1,"Present","Absent",0.0252976481153718,0.0252976481153718,0.0028101369303086,"32"
"461","Otu00006",3,1,"Present","Absent",0.0334070253267448,0.0334070253267448,0.00470083286495325,"46"
"662","Otu00006",3,1,"Present","Present",0.0153838170930054,0.0153838170930054,0.0345179738562092,"66"
"751","Otu00006",3,1,"Present","Present",0.0115810083094788,0.0115810083094788,0.068108605614358,"75"
"882","Otu00006",3,1,"Present","Present",0.0439273059937406,0.0439273059937406,0.124323230278804,"88"
"973","Otu00006",3,1,"Present","Present",0.0327474378982647,0.0327474378982647,0.0296296296296296,"97"
"1032","Otu00006",3,1,"Present","Present",0.0555229197745151,0.0555229197745151,0.0209432048681542,"103"
"1111","Otu00006",3,1,"Present","Present",0.0835486064769786,0.0835486064769786,0.0518012230844339,"111"
"1232","Otu00006",3,1,"Present","Present",0.0197290011072836,0.0197290011072836,0.0169180595189564,"123"
"271","Otu00006",3,1,"Present","Absent",0.0331249077487332,0.0331249077487332,0.00418111360391597,"27"
"692","Otu00006",3,1,"Present","Present",0.00615541617726538,0.00615541617726538,0.0554415837521797,"69"
"423","Otu00006",3,1,"Present","Absent",0.0604559623945119,0.0604559623945119,0.00490045941807044,"42"
"702","Otu00006",3,1,"Present","Present",0.026953923135552,0.026953923135552,0.0215908508128622,"70"
"77","Otu00006",3,1,"Present","Absent",9.33729940520688e-05,9.33729940520688e-05,0,"7"
"115","Otu00006",3,1,"Present","Present",0.00338210317344409,0.00338210317344409,0.017664530248554,"11"
"222","Otu00006",3,2,"Present","Present",0.0156466688189826,0.0156466688189826,0.123601935181813,"22"
"443","Otu00006",3,2,"Present","Absent",0.14172573431577,0.14172573431577,0.000455051066841946,"44"
"862","Otu00006",3,2,"Present","Absent",0.0336722481054585,0.0336722481054585,0.000411416816662381,"86"
"1143","Otu00006",3,2,"Present","Absent",0.0419385051504015,0.0419385051504015,0,"114"
"142","Otu00006",3,2,"Present","Present",0.0109675647192729,0.0109675647192729,0.0112768279374318,"14"
"242","Otu00006",3,2,"Present","Absent",0.0934605003087313,0.0934605003087313,0.00833799379734608,"24"
"332","Otu00006",3,2,"Absent","Absent",0.054576625411261,0,0.00310432569974555,"33"
"473","Otu00006",3,2,"Present","Present",0.0359384441048857,0.0359384441048857,0.0212744555650556,"47"
"672","Otu00006",3,2,"Absent","Present",0.0281931420717315,0,0.019250304754165,"67"
"763","Otu00006",3,2,"Present","Absent",0.0417790239391712,0.0417790239391712,0.00636427922012324,"76"
"892","Otu00006",3,2,"Present","Present",0.0323676569020121,0.0323676569020121,0.0265960156926683,"89"
"982","Otu00006",3,2,"Present","Present",0.141176747471961,0.141176747471961,0.0541643290661498,"98"
"1052","Otu00006",3,2,"Present","Present",0.111420836860817,0.111420836860817,0.138415194526703,"105"
"1123","Otu00006",3,2,"Absent","Present",0.0338367539953733,0,0.170546584483725,"112"
"1242","Otu00006",3,2,"Present","Present",0.0173914684396035,0.0173914684396035,0.0251299826689775,"124"
"413","Otu00006",3,2,"Absent","Present",0.0303192647778254,0,0.0211505057729641,"41"
"312","Otu00006",3,2,"Absent","Absent",0.0282530532420594,0,0.00270560008167849,"31"
"492","Otu00006",3,2,"Absent","Present",0.0247905805816725,0,0.010111843113222,"49"
"842","Otu00006",3,2,"Absent","Present",0.0328110939779147,0,0.133513320768173,"84"
"410","Otu00006",3,2,"Present","Absent",0.000491516015841854,0.000491516015841854,0,"4"
"127","Otu00006",3,2,"Present","Present",0.0309699657972816,0.0309699657972816,0.0153571990146234,"12"
"362","Otu00006",3,3,"Present","Present",2.06452249706327e-05,2.06452249706327e-05,0.021775283234591,"36"
"512","Otu00006",3,3,"Present","Absent",0.177996878794753,0.177996878794753,0,"51"
"932","Otu00006",3,3,"Present","Absent",0.000842493754547694,0.000842493754547694,0.00106012418597607,"93"
"1212","Otu00006",3,3,"Present","Absent",0.0663623877258887,0.0663623877258887,0.000876062870394228,"121"
"172","Otu00006",3,3,"Present","Present",0.00304234721666441,0.00304234721666441,0.10755964060725,"17"
"252","Otu00006",3,3,"Absent","Absent",0.0111026490649834,0,0.00564483319772173,"25"
"342","Otu00006",3,3,"Present","Absent",0.029392325876106,0.029392325876106,0.0065719089102858,"34"
"532","Otu00006",3,3,"Present","Absent",0.0342217964616506,0.0342217964616506,0.00829280778090607,"53"
"682","Otu00006",3,3,"Present","Present",0.0641236275353859,0.0641236275353859,0.0175465520769388,"68"
"812","Otu00006",3,3,"Present","Present",0.116394651068361,0.116394651068361,0.0249557074158441,"81"
"902","Otu00006",3,3,"Present","Present",0.0746312365197114,0.0746312365197114,0.0276900781533047,"90"
"1012","Otu00006",3,3,"Absent","Present",0.151766786375625,0,0.196301564722617,"101"
"1082","Otu00006",3,3,"Present","Present",0.0329046011699762,0.0329046011699762,0.18345635021634,"108"
"1162","Otu00006",3,3,"Present","Present",0.168617642220595,0.168617642220595,0.149761845073953,"116"
"1252","Otu00006",3,3,"Present","Present",0.166541836054378,0.166541836054378,0.135171141627383,"125"
"482","Otu00006",3,3,"Absent","Present",0.00407390660856579,0,0.0208015461295901,"48"
"382","Otu00006",3,3,"Present","Absent",0.0263317412678624,0.0263317412678624,0.00559540159723282,"38"
"562","Otu00006",3,3,"Present","Present",0.0784235974030013,0.0784235974030013,0.0111740394918108,"56"
"912","Otu00006",3,3,"Present","Present",0.0453508802076374,0.0453508802076374,0.0747270770334683,"91"
"612","Otu00006",3,3,"Present","Absent",0.01199220457587,0.01199220457587,0,"6"
"642","Otu00006",3,4,"Absent","Present",5.69067218568565e-05,0,0.0708898944193062,"64"
"582","Otu00006",3,4,"Present","Absent",0.000126360265246286,0.000126360265246286,0,"58"
"1002","Otu00006",3,4,"Present","Absent",0.000725130771274825,0.000725130771274825,0.000354843615349521,"100"
"16","Otu00006",3,4,"Present","Present",0.000931530721078059,0.000931530721078059,0.177235527438871,"1"
"182","Otu00006",3,4,"Present","Present",0.359436961349475,0.359436961349475,0.1875,"18"
"262","Otu00006",3,4,"Present","Absent",0.126018906890574,0.126018906890574,0.0045368812764439,"26"
"402","Otu00006",3,4,"Absent","Absent",0.00148800584252022,0,0.00693311582381729,"40"
"542","Otu00006",3,4,"Absent","Present",1.04079653744662e-05,0,0.0212319656195641,"54"
"742","Otu00006",3,4,"Present","Present",0.00114949780592769,0.00114949780592769,0.0267111853088481,"74"
"822","Otu00006",3,4,"Present","Present",0.0006360992171436,0.0006360992171436,0.0243443789388087,"82"
"942","Otu00006",3,4,"Present","Present",6.36385621127527e-06,6.36385621127527e-06,0.107854038208835,"94"
"1022","Otu00006",3,4,"Present","Present",0.192496511041346,0.192496511041346,0.227141919523401,"102"
"1092","Otu00006",3,4,"Present","Present",0.0741386949092623,0.0741386949092623,0.340428766915007,"109"
"1172","Otu00006",3,4,"Absent","Present",5.98515356171688e-05,0,0.0253858651502843,"117"
"1262","Otu00006",3,4,"Present","Present",0.000773774493504324,0.000773774493504324,0.0699004340056165,"126"
"552","Otu00006",3,4,"Present","Present",0.0123594660186531,0.0123594660186531,0.0392046038433871,"55"
"522","Otu00006",3,4,"Present","Present",0.0318971275232053,0.0318971275232053,0.047005926834253,"52"
"632","Otu00006",3,4,"Present","Present",0.0302043556426423,0.0302043556426423,0.0157186011980953,"63"
"106","Otu00006",3,4,"Present","Present",0.00887213049007736,0.00887213049007736,0.0142040987473138,"10"
"913","Otu00006",3,5,"Present","Absent",0.00729121169959407,0.00729121169959407,0.00193808882907133,"9"
"652","Otu00006",3,5,"Present","Absent",0.00672822820499765,0.00672822820499765,0.000561883843285488,"65"
